pres_pure,pres_alt,height
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-140959.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-750386.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
-142295.0000,344.6529,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
100125.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
-648354.0000,344.4865,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
100123.0000,344.6529,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
164866.0000,-4034.3560,0.0000
