onboard_time,data
266369,0
486631585,0
486651603,0
486671591,0
486691690,0
486787640,0
486787786,0
486787931,0
486788076,0
486791782,0
486808172,0
486828184,0
486848173,0
486868172,0
486888262,0
486908173,0
486928649,0
486948184,0
486968173,0
486988242,0
487011820,0
487031809,0
487051809,0
487071819,0
487091880,0
487111809,0
487131818,0
487151809,0
487171809,0
487191898,0
487211809,0
487231809,0
487251820,0
487271808,0
487291879,0
487311665,0
487331655,0
487351657,0
487371667,0
487391728,0
487408292,0
487428303,0
487448290,0
487471608,0
487488380,0
487508291,0
487528445,0
487548456,0
487568446,0
487588517,0
487611815,0
487631804,0
487651804,0
487671820,0
487695829,0
487711805,0
487731818,0
487751804,0
487771804,0
487791897,0
487825663,0
487825812,0
487843571,0
487863556,0
487883627,0
487911507,0
487931492,0
487951491,0
487971507,0
487991564,0
488008777,0
488028803,0
488048777,0
488068778,0
488088870,0
488108776,0
488128777,0
488148785,0
488168777,0
488188848,0
488211815,0
488235347,0
488251801,0
488271818,0
488291873,0
488311802,0
488331816,0
488351802,0
488371802,0
488391895,0
488411802,0
488431800,0
488452226,0
488471800,0
488491872,0
488511807,0
488531797,0
488551797,0
488571809,0
488591869,0
488609178,0
488629190,0
488649179,0
488669178,0
488689267,0
488709178,0
488729180,0
488749191,0
488769180,0
488789252,0
488811809,0
488831798,0
488851797,0
488871807,0
488920760,0
488920906,0
488931758,0
488951749,0
488971750,0
488995872,0
489011749,0
489031797,0
489051806,0
489071798,0
489091869,0
489111808,0
489131797,0
489151797,0
489171809,0
489191867,0
489208678,0
489228689,0
489248678,0
489268679,0
489288771,0
489308678,0
489329481,0
489349497,0
489369480,0
489389551,0
489411910,0
489431895,0
489451896,0
489471911,0
489491968,0
489511896,0
489531906,0
489551896,0
489571897,0
489591985,0
489611897,0
489631793,0
489651805,0
489671793,0
489691864,0
489711802,0
489731791,0
489754213,0
489771801,0
489791863,0
489809782,0
489829792,0
489849782,0
489869782,0
489889877,0
489909782,0
489929782,0
489949797,0
490003973,0
490004118,0
490011799,0
490031790,0
490051791,0
490071800,0
490091862,0
490111790,0
490131802,0
490151791,0
490171790,0
490191884,0
490211793,0
490231789,0
490251803,0
490271788,0
490291860,0
490311806,0
490331790,0
490351789,0
490371808,0
490391862,0
490410066,0
490430076,0
490450066,0
490470069,0
490490146,0
490512358,0
490530067,0
490550078,0
490570066,0
490590137,0
490611901,0
490631889,0
490651889,0
490671898,0
490691961,0
490711889,0
490732125,0
490751889,0
490771889,0
490791978,0
490811889,0
490831885,0
490851898,0
490871886,0
490891958,0
490911895,0
490931886,0
490951884,0
490971895,0
490991955,0
491010431,0
491030441,0
491050428,0
491089903,0
491090565,0
491110428,0
491130426,0
491150436,0
491170426,0
491190498,0
491211792,0
491231783,0
491251783,0
491274130,0
491291855,0
491311783,0
491331795,0
491351783,0
491371783,0
491391864,0
491411784,0
491431784,0
491451796,0
491471785,0
491492272,0
491511795,0
491531784,0
491551785,0
491571795,0
491591854,0
491610393,0
491630405,0
491650394,0
491670394,0
491690475,0
491710394,0
491730569,0
491750582,0
491770569,0
491790639,0
491816196,0
491831883,0
491851882,0
491871893,0
491891952,0
491911885,0
491931897,0
491951885,0
491971885,0
491991966,0
492011884,0
492037174,0
492051892,0
492071881,0
492091952,0
492111893,0
492131881,0
492175427,0
492175907,0
492191951,0
492210963,0
492230975,0
492250964,0
492270964,0
492291053,0
492310964,0
492330959,0
492350971,0
492370959,0
492391030,0
492411887,0
492431876,0
492451876,0
492471885,0
492491947,0
492511880,0
492531890,0
492551879,0
492576198,0
492591973,0
492611879,0
492631759,0
492651769,0
492671760,0
492691832,0
492711776,0
