onboard_time,ecef_y
495073766,0.0
495091910,0.0
495111867,0.0
495131852,0.0
495151852,0.0
495171869,0.0
495191923,0.0
495211951,0.0
495231966,0.0
495251952,0.0
495271952,0.0
495292311,0.0
495311950,0.0
495331938,0.0
495351953,0.0
495371938,0.0
495392009,0.0
495423146,0.0
495423292,0.0
495441838,0.0
495461849,0.0
495481909,0.0
495511851,0.0
495531861,0.0
495551852,0.0
495571852,0.0
495591944,0.0
495613431,0.0
495629010,0.0
495649027,0.0
495669011,0.0
495689080,0.0
495711865,0.0
495731849,0.0
495751850,0.0
495771865,0.0
495791919,0.0
495811848,0.0
495834012,0.0
495851848,0.0
495871849,0.0
495891941,0.0
495911847,0.0
495931834,0.0
495951849,0.0
495971833,0.0
495991904,0.0
496011859,0.0
496031844,0.0
496051845,0.0
496071854,0.0
496091916,0.0
496111845,0.0
496131856,0.0
496151846,0.0
496171845,0.0
496191939,0.0
496211845,0.0
496231927,0.0
496251943,0.0
496271928,0.0
496291998,0.0
496311961,0.0
496331945,0.0
496351945,0.0
496378447,0.0
496392017,0.0
496411947,0.0
496431956,0.0
496451946,0.0
496471945,0.0
496517900,0.0
496518046,0.0
496531835,0.0
496551845,0.0
496571834,0.0
496594104,0.0
496611953,0.0
496631943,0.0
496651943,0.0
496671955,0.0
496692014,0.0
496711943,0.0
496731955,0.0
496751943,0.0
496771944,0.0
496792036,0.0
496811944,0.0
496831925,0.0
496851940,0.0
496871925,0.0
496891996,0.0
496911958,0.0
496931944,0.0
496951944,0.0
496971954,0.0
496992015,0.0
497011836,0.0
497031847,0.0
497051836,0.0
497071836,0.0
497091930,0.0
497111836,0.0
497136980,0.0
497151850,0.0
497171842,0.0
497191913,0.0
497211854,0.0
497231839,0.0
497251839,0.0
497271854,0.0
497291909,0.0
497311840,0.0
497331849,0.0
497352292,0.0
497371840,0.0
497391932,0.0
497411840,0.0
497431939,0.0
497451948,0.0
497471939,0.0
497492010,0.0
497511947,0.0
497531938,0.0
497551938,0.0
497604256,0.0
497604402,0.0
497611941,0.0
497631951,0.0
497651940,0.0
497671940,0.0
497692032,0.0
497711941,0.0
497731940,0.0
497751950,0.0
497771941,0.0
497792010,0.0
497811952,0.0
497831937,0.0
497851937,0.0
497871952,0.0
497896256,0.0
497911938,0.0
497931951,0.0
497951937,0.0
497971937,0.0
497992030,0.0
498011939,0.0
498031926,0.0
498051936,0.0
498071927,0.0
498091996,0.0
498110755,0.0
498129803,0.0
498149803,0.0
498169813,0.0
498189874,0.0
498211935,0.0
498231947,0.0
498251936,0.0
498271936,0.0
498292028,0.0
498311936,0.0
498331912,0.0
498351927,0.0
498371911,0.0
498391983,0.0
498411946,0.0
498431935,0.0
498451936,0.0
498471944,0.0
498492006,0.0
498511936,0.0
498531946,0.0
498551936,0.0
498571937,0.0
498592029,0.0
498611935,0.0
498631908,0.0
498689884,0.0
498690031,0.0
498691977,0.0
498711947,0.0
498731929,0.0
498751929,0.0
498771944,0.0
498792000,0.0
498811935,0.0
498831949,0.0
498851934,0.0
498872506,0.0
498892027,0.0
498911936,0.0
498931908,0.0
498951923,0.0
498971908,0.0
498991979,0.0
499011946,0.0
499031931,0.0
499051931,0.0
499071946,0.0
499092002,0.0
499111932,0.0
499131946,0.0
499151931,0.0
499171932,0.0
499192024,0.0
499211931,0.0
499231903,0.0
499251915,0.0
499271904,0.0
499291975,0.0
499311740,0.0
499331728,0.0
499351728,0.0
499371740,0.0
499391799,0.0
499415275,0.0
499431940,0.0
499451929,0.0
499471929,0.0
499492018,0.0
499511929,0.0
499531902,0.0
499551914,0.0
499571903,0.0
499591974,0.0
499611940,0.0
499634925,0.0
499651928,0.0
499671938,0.0
499691998,0.0
499711926,0.0
499731936,0.0
499773296,0.0
499773444,0.0
499792006,0.0
499811926,0.0
499831997,0.0
499852009,0.0
499871998,0.0
499892069,0.0
499912038,0.0
499932028,0.0
499952028,0.0
499972040,0.0
499992098,0.0
500012025,0.0
500032037,0.0
500052026,0.0
500072026,0.0
500092120,0.0
500112025,0.0
500131996,0.0
500152011,0.0
500175561,0.0
500192068,0.0
500211940,0.0
500231924,0.0
500251924,0.0
500271941,0.0
500291996,0.0
500311921,0.0
500331936,0.0
500351921,0.0
500371920,0.0
500392292,0.0
500411926,0.0
500431887,0.0
500451899,0.0
500471887,0.0
500491958,0.0
500511731,0.0
500531719,0.0
500551719,0.0
500571731,0.0
500591790,0.0
500611923,0.0
500631950,0.0
500651924,0.0
500671923,0.0
500692013,0.0
500711924,0.0
500727609,0.0
500747621,0.0
500767608,0.0
500787679,0.0
500811934,0.0
500860259,0.0
500860407,0.0
500871939,0.0
500891993,0.0
500911921,0.0
500935500,0.0
500951921,0.0
500971922,0.0
500992003,0.0
501011502,0.0
501031569,0.0
501052000,0.0
501071989,0.0
501092060,0.0
501112031,0.0
501132021,0.0
501152021,0.0
501172032,0.0
501192090,0.0
501212015,0.0
501232027,0.0
501252015,0.0
501272015,0.0
501292108,0.0
501312025,2230266.674003929
501331986,2230266.674003929
501352002,2230266.674003929
501371985,2230266.674003929
501392056,2230266.674003929
501411941,2230266.674003929
501431926,2230266.674003929
501451926,2230266.674003929
501471941,2230266.674003929
501491997,2230266.674003929
501511921,2230266.674003929
501531934,2230266.674003929
501551921,2230266.674003929
501571921,2230266.674003929
501592011,2230274.666777388
501611921,2230274.666777388
501631983,2230274.666777388
501651995,2230274.666777388
501671984,2230274.666777388
501694371,2230274.666777388
501712038,2230274.666777388
501732025,2230274.666777388
501752026,2230274.666777388
501772038,2230274.666777388
501792096,2230274.666777388
501811924,2230274.666777388
501831936,2230274.666777388
501851925,2230274.666777388
501871922,2230274.666777388
501892013,2230274.666777388
501925151,2230274.666777388
501925644,2230274.666777388
501931663,2230274.666777388
501951646,2230274.666777388
501971716,2230274.666777388
502011938,2230274.666777388
502031924,2230274.666777388
502051924,2230274.666777388
502071940,2230274.666777388
502091992,2230274.666777388
502111922,2230274.666777388
502131933,2230274.666777388
502151924,2230274.666777388
502171925,2230274.666777388
502192005,2230274.666777388
502211924,2230274.666777388
502231977,2230274.666777388
502251989,2230274.666777388
502271979,2230274.666777388
502292047,2230274.666777388
502312032,2230274.666777388
502332022,2230274.666777388
502352022,2230274.666777388
502372031,2230274.666777388
502392093,2230274.666777388
502412023,2230274.666777388
502432034,2230274.666777388
502454352,2230274.666777388
502472022,2230274.666777388
502492111,2230274.666777388
502512021,2230274.666777388
502532024,2230274.666777388
502552035,2230274.666777388
502572024,2230274.666777388
502592096,2230274.666777388
502612032,2230274.666777388
502632019,2230274.666777388
502652019,2230274.666777388
502672030,2230274.666777388
502692090,2230274.666777388
502712019,2230274.666777388
502732030,2230274.666777388
502752021,2230274.666777388
502772020,2230274.666777388
502792113,2230274.666777388
502812020,2230274.666777388
502832022,2230274.666777388
502852032,2230274.666777388
502872022,2230274.666777388
502892093,2230274.666777388
502912033,2230274.666777388
502932021,2230274.666777388
502952021,2230274.666777388
502972030,2230274.666777388
502992090,2230274.666777388
503022565,2230274.666777388
503023160,2230274.666777388
503043050,2230274.666777388
503063051,2230274.666777388
503083144,2230274.666777388
503103051,2230274.666777388
503131982,2230274.666777388
503152000,2230274.666777388
503171983,2230274.666777388
503192053,2230274.666777388
503214251,2230274.666777388
503231918,2230274.666777388
503251918,2230274.666777388
503271929,2230274.666777388
503291988,2230274.666777388
503311919,2230274.666777388
503331931,2230274.666777388
503351917,2230274.666777388
503371919,2230274.666777388
503392011,2230274.666777388
503411918,2230274.666777388
503431967,2230274.666777388
503451981,2230282.6595235746
503471967,2230282.6595235746
503492038,2230282.6595235746
503512029,2230282.6595235746
503532017,2230282.6595235746
503552017,2230274.666777388
503572032,2230274.666777388
503592087,2230274.666777388
503612015,2230274.666777388
503632031,2230282.6595235746
503652016,2230282.6595235746
503672016,2230282.6595235746
503692097,2230282.6595235746
503712016,2230282.6595235746
503731968,2230282.6595235746
503756354,2230282.6595235746
503771968,2230282.6595235746
503792039,2230282.6595235746
503812026,2230282.6595235746
503832017,2230282.6595235746
503852016,2230282.6595235746
503872025,2230282.6595235746
503892086,2230282.6595235746
503912016,2230282.6595235746
503932024,2230282.6595235746
503952014,2230282.6595235746
503976346,2230282.6595235746
503992104,2230282.6595235746
504012014,2230282.6595235746
504031966,2230282.6595235746
504051979,2230282.6595235746
504071967,2230282.6595235746
504116414,2230274.666777388
504116911,2230274.666777388
504131842,2230274.666777388
504151842,2230274.666777388
504171854,2230274.666777388
504191914,2230274.666777388
504212008,2230274.666777388
504232021,2230274.666777388
504252009,2230274.666777388
504272009,2230274.666777388
504292102,2230274.666777388
504312009,2230274.666777388
504331957,2230274.666777388
504351974,2230274.666777388
504371958,2230274.666777388
504392029,2230274.666777388
504412022,2230274.666777388
504432013,2230274.666777388
504452012,2230274.666777388
504472021,2230274.666777388
504492083,2230274.666777388
504516318,2230274.666777388
504532025,2230274.666777388
504552013,2230274.666777388
504572014,2230274.666777388
504592101,2230274.666777388
504612011,2230274.666777388
504631959,2230274.666777388
504651976,2230274.666777388
504671958,2230274.666777388
504692030,2230274.666777388
504712021,2230274.666777388
504734578,2230274.666777388
504752008,2230274.666777388
504772022,2230274.666777388
504792079,2230274.666777388
504812008,2230274.666777388
504832017,2230274.666777388
504852008,2230274.666777388
504872010,2230274.666777388
504892097,2230274.666777388
504912007,2230274.666777388
504931957,2230274.666777388
504951968,2230274.666777388
504971957,2230274.666777388
504992027,2230274.666777388
505012019,2230274.666777388
505032009,2230274.666777388
505052009,2230274.666777388
505072018,2230274.666777388
505092080,2230274.666777388
505112010,2230274.666777388
505132018,2230274.666777388
505152008,2230274.666777388
505202205,2230274.666777388
505202368,2230274.666777388
505212008,2230274.666777388
505231957,2230274.666777388
505251965,2230274.666777388
505276290,2230274.666777388
505292024,2230274.666777388
505312016,2230274.666777388
505332008,2230266.674003929
505352007,2230266.674003929
505372019,2230266.674003929
505392077,2230266.674003929
505412007,2230266.674003929
505432016,2230266.674003929
505452007,2230266.674003929
505472006,2230266.674003929
505494031,2230266.674003929
505512006,2230266.674003929
505531950,2230266.674003929
505551960,2230266.674003929
505571951,2230266.674003929
505592021,2230266.674003929
505608137,2230266.674003929
505628125,2230266.674003929
505648125,2230266.674003929
505668133,2230266.674003929
505688196,2230266.674003929
505707878,2230266.674003929
505727888,2230266.674003929
505747879,2230266.674003929
505767878,2230266.674003929
505787960,2230266.674003929
505807878,2230266.674003929
505832045,2230266.674003929
505852057,2230266.674003929
505872045,2230266.674003929
505892116,2230266.674003929
505911897,2230266.674003929
505931882,2230266.674003929
505951883,2230266.674003929
505971895,2230266.674003929
505991954,2230266.674003929
506011882,2230266.674003929
506036816,2230266.674003929
506051882,2230258.6812031944
506071883,2230258.6812031944
506091964,2230258.6812031944
506111883,2230258.6812031944
506132045,2230258.6812031944
506152056,2230258.6812031944
506172046,2230258.6812031944
506192117,2230258.6812031944
506208337,2230258.6812031944
506228325,2230258.6812031944
506283653,2230258.6812031944
506283810,2230258.6812031944
506288398,2230258.6812031944
506308327,2230258.6812031944
506328340,2230258.6812031944
506348329,2230258.6812031944
506368329,2230258.6812031944
506388418,2230258.6812031944
506408329,2230258.6812031944
506431938,2230266.674003929
506451950,2230258.6812031944
506471940,2230258.6812031944
506492009,2230258.6812031944
506511804,2230258.6812031944
506531795,2230258.6812031944
506551792,2230258.6812031944
506571805,2230258.6812031944
506591863,2230258.6812031944
506612000,2230258.6812031944
506632011,2230266.674003929
506651999,2230266.674003929
506671999,2230266.674003929
506692089,2230266.674003929
506712000,2230266.674003929
506731939,2230266.674003929
506751951,2230266.674003929
506771939,2230266.674003929
506797066,2230266.674003929
506808743,2230266.674003929
506828731,2230266.674003929
506848731,2230266.674003929
506868742,2230266.674003929
506888801,2230266.674003929
506908731,2230266.674003929
506928741,2230266.674003929
506948730,2230266.674003929
506968729,2230266.674003929
506988822,2230266.674003929
507013277,2230266.674003929
507031959,2230266.674003929
507051973,2230266.674003929
507071958,2230266.674003929
507092028,2230266.674003929
507111887,2230266.674003929
507131873,2230266.674003929
507151872,2230266.674003929
507171886,2230266.674003929
507191944,2230274.666777388
507211871,2230274.666777388
507232284,2230274.666777388
507251870,2230274.666777388
507271869,2230274.666777388
507291950,2230274.666777388
507311870,2230274.666777388
507332034,2230274.666777388
507372386,2230274.666777388
507372544,2230274.666777388
507392106,2230274.666777388
507409043,2230274.666777388
507429029,2230274.666777388
507449030,2230274.666777388
507469044,2230274.666777388
507489100,2230274.666777388
507509031,2230274.666777388
507529047,2230274.666777388
507553365,2230274.666777388
507569033,2230274.666777388
507589126,2230274.666777388
507609032,2230274.666777388
507632032,2230274.666777388
507652046,2230274.666777388
507672032,2230274.666777388
507692102,2230274.666777388
507711886,2230274.666777388
507731869,2230274.666777388
507751870,2230274.666777388
507773196,2230274.666777388
507791942,2230274.666777388
507811993,2230274.666777388
507832006,2230274.666777388
507851993,2230274.666777388
507871993,2230274.666777388
507892074,2230274.666777388
507911993,2230274.666777388
507931927,2230274.666777388
507951939,2230274.666777388
507971928,2230274.666777388
507991999,2230274.666777388
508009344,2230274.666777388
508029335,2230274.666777388
508049335,2230274.666777388
508069346,2230274.666777388
508089406,2230274.666777388
508109334,2230274.666777388
508129345,2230282.6595235746
508149334,2230282.6595235746
508169334,2230282.6595235746
508189425,2230282.6595235746
508209332,2230282.6595235746
508232091,2230282.6595235746
508252099,2230282.6595235746
508272090,2230282.6595235746
508292162,2230282.6595235746
508318402,2230282.6595235746
508332092,2230282.6595235746
508352092,2230282.6595235746
508372104,2230282.6595235746
508392164,2230282.6595235746
508412091,2230282.6595235746
508458255,2230274.666777388
508458411,2230274.666777388
508472090,2230282.6595235746
508492179,2230274.666777388
508512090,2230274.666777388
508533441,2230274.666777388
508552101,2230274.666777388
508572089,2230274.666777388
508592160,2230274.666777388
508609623,2230274.666777388
508629611,2230274.666777388
508649612,2230274.666777388
508669627,2230274.666777388
508689684,2230274.666777388
508709613,2230274.666777388
508729625,2230274.666777388
508749611,2230274.666777388
508769610,2230274.666777388
508789704,2230274.666777388
508809610,2230274.666777388
508832021,2230274.666777388
508852035,2230274.666777388
508872020,2230274.666777388
508892092,2230274.666777388
508912098,2230274.666777388
508932085,2230274.666777388
508952087,2230274.666777388
508972097,2230274.666777388
508992157,2230274.666777388
509012086,2230274.666777388
509032098,2230266.674003929
509052086,2230266.674003929
509076392,2230266.674003929
509092167,2230266.674003929
509112087,2230266.674003929
509132017,2230266.674003929
509152030,2230266.674003929
509172018,2230266.674003929
509192089,2230266.674003929
509209672,2230266.674003929
509229667,2230266.674003929
509249667,2230266.674003929
509269677,2230266.674003929
509290658,2230266.674003929
509309902,2230266.674003929
509329912,2230266.674003929
509349900,2230266.674003929
509369899,2230266.674003929
509389987,2230266.674003929
509409897,2230266.674003929
509432019,2230266.674003929
509452032,2230266.674003929
509472020,2230266.674003929
509492088,2230266.674003929
509521903,2230266.674003929
509522394,2230266.674003929
509530336,2230266.674003929
509550351,2230266.674003929
509570407,2230266.674003929
509611853,2230266.674003929
509631867,2230266.674003929
509651851,2230266.674003929
509671852,2230266.674003929
509691945,2230266.674003929
509711852,2230266.674003929
509732016,2230266.674003929
509752026,2230266.674003929
509772016,2230266.674003929
509792086,2230266.674003929
509810248,2230266.674003929
509834573,2230266.674003929
509850236,2230266.674003929
509870247,2230266.674003929
509890306,2230266.674003929
509910238,2230266.674003929
509930252,2230266.674003929
509950240,2230266.674003929
509970240,2230266.674003929
509990334,2230266.674003929
510010239,2230266.674003929
510032010,2230266.674003929
510052567,2230266.674003929
510072008,2230266.674003929
510092081,2230266.674003929
510111863,2230266.674003929
510131851,2230266.674003929
510151852,2230266.674003929
510171862,2230266.674003929
510191922,2230266.674003929
510212179,2230266.674003929
510232191,2230266.674003929
510252179,2230266.674003929
510272180,2230266.674003929
510292273,2230266.674003929
510312179,2230266.674003929
510332111,2230266.674003929
510352127,2230266.674003929
510372111,2230266.674003929
510392180,2230266.674003929
510410656,2230266.674003929
510430641,2230266.674003929
510450640,2230266.674003929
510470655,2230266.674003929
510490710,2230266.674003929
510510641,2230266.674003929
510530657,2230266.674003929
510550639,2230266.674003929
510570642,2230266.674003929
510626203,2230266.674003929
510626704,2230266.674003929
510627640,2230266.674003929
510647648,2230266.674003929
510667639,2230266.674003929
510687710,2230266.674003929
510712188,2230266.674003929
510732180,2230266.674003929
510752178,2230266.674003929
510772189,2230266.674003929
510792250,2230266.674003929
510810204,2230266.674003929
510829934,2230266.674003929
510849919,2230266.674003929
510869919,2230266.674003929
510890001,2230266.674003929
510909920,2230266.674003929
510932008,2230266.674003929
510952018,2230266.674003929
510972007,2230266.674003929
510992078,2230266.674003929
511010855,2230266.674003929
511030842,2230266.674003929
511050842,2230266.674003929
511070855,2230274.666777388
511090912,2230274.666777388
511110842,2230274.666777388
511130855,2230274.666777388
511150842,2230274.666777388
511170844,2230274.666777388
511190924,2230274.666777388
511210844,2230274.666777388
511232025,2230274.666777388
511252035,2230274.666777388
511272023,2230274.666777388
511292095,2230274.666777388
511311848,2230274.666777388
511331837,2230274.666777388
511355780,2230274.666777388
511371847,2230274.666777388
511391908,2230274.666777388
511412175,2230274.666777388
511432186,2230274.666777388
511452173,2230274.666777388
511472175,2230274.666777388
511492256,2230274.666777388
511512174,2230274.666777388
511532122,2230274.666777388
511552133,2230274.666777388
511574469,2230274.666777388
511592193,2230274.666777388
511611256,2230274.666777388
511631243,2230274.666777388
511651244,2230274.666777388
511671256,2230274.666777388
511713550,2230274.666777388
511713709,2230274.666777388
511731257,2230274.666777388
511751239,2230274.666777388
511771238,2230274.666777388
511791320,2230274.666777388
511811239,2230274.666777388
511832090,2230274.666777388
511852102,2230274.666777388
511872091,2230274.666777388
511892162,2230274.666777388
511912181,2230274.666777388
511932167,2230274.666777388
511952165,2230274.666777388
511972178,2230274.666777388
511992236,2230274.666777388
512012167,2230274.666777388
512032184,2230274.666777388
512052171,2230274.666777388
512072173,2230274.666777388
512092265,2230274.666777388
512113717,2230274.666777388
512130414,2230274.666777388
512150424,2230274.666777388
512170414,2230274.666777388
512190485,2230274.666777388
512211553,2230274.666777388
512231542,2230274.666777388
512251542,2230274.666777388
512271552,2230274.666777388
512291611,2230274.666777388
512311542,2230274.666777388
512331879,2230274.666777388
512351543,2230274.666777388
512371543,2230274.666777388
512391624,2230274.666777388
512411544,2230274.666777388
512431990,2230274.666777388
512452002,2230274.666777388
512471991,2230274.666777388
512492060,2230274.666777388
512511840,2230274.666777388
512531830,2230274.666777388
512551831,2230274.666777388
512571842,2230274.666777388
512591900,2230274.666777388
512612167,2230274.666777388
512632179,2230274.666777388
512652167,2230274.666777388
512672167,2230274.666777388
512692249,2230274.666777388
512712167,2230274.666777388
512732089,2230274.666777388
512752101,2230274.666777388
512800313,2230274.666777388
512800478,2230274.666777388
512811839,2230274.666777388
512831823,2230274.666777388
512851823,2230274.666777388
512875168,2230274.666777388
512891894,2230274.666777388
512911821,2230274.666777388
512931832,2230274.666777388
512951820,2230274.666777388
512971819,2230274.666777388
512991909,2230274.666777388
513011820,2230274.666777388
513032088,2230274.666777388
513052099,2230274.666777388
513072087,2230274.666777388
513092159,2230274.666777388
513111951,2230274.666777388
513131938,2230274.666777388
513151941,2230274.666777388
513171952,2230274.666777388
513192009,2230274.666777388
513212162,2230274.666777388
513232172,2230274.666777388
513252161,2230274.666777388
513272161,2230274.666777388
513292248,2230274.666777388
513312159,2230274.666777388
513332088,2230274.666777388
513352099,2230274.666777388
513372087,2230274.666777388
513392159,2230274.666777388
513412159,2230274.666777388
513432144,2230274.666777388
513452146,2230274.666777388
513472156,2230274.666777388
513492218,2230274.666777388
513512145,2230274.666777388
513532158,2230274.666777388
513552146,2230274.666777388
513572145,2230274.666777388
513592236,2230274.666777388
513612146,2230274.666777388
513635400,2230274.666777388
513652094,2230274.666777388
513672082,2230274.666777388
513692154,2230274.666777388
513712175,2230274.666777388
513732164,2230274.666777388
513752162,2230274.666777388
513772180,2230274.666777388
513792233,2230274.666777388
513812250,2230274.666777388
513832267,2230274.666777388
513886603,2230274.666777388
513886762,2230274.666777388
513892344,2230274.666777388
513912251,2230274.666777388
513932252,2230274.666777388
513952271,2230274.666777388
513972254,2230274.666777388
513992325,2230274.666777388
514012176,2230274.666777388
514032161,2230274.666777388
514052159,2230274.666777388
514072177,2230274.666777388
514092232,2230274.666777388
514112161,2230274.666777388
514132175,2230274.666777388
514152161,2230274.666777388
514172161,2230274.666777388
514192253,2230274.666777388
514212160,2230274.666777388
514232152,2230274.666777388
514252167,2230274.666777388
514272153,2230274.666777388
514292221,2230274.666777388
514312174,2230274.666777388
514332158,2230274.666777388
514352159,2230274.666777388
514372168,2230274.666777388
514394592,2230274.666777388
514412151,2230274.666777388
514432160,2230274.666777388
514452151,2230274.666777388
514472150,2230274.666777388
514492243,2230274.666777388
514512151,2230274.666777388
514532070,2230274.666777388
514552084,2230274.666777388
514572069,2230274.666777388
514592140,2230274.666777388
514610911,2230274.666777388
514630825,2230274.666777388
514650824,2230274.666777388
