onboard_time,data
266385,0
486631592,0
486651610,0
486671599,0
486691698,0
486787647,0
486787793,0
486787938,0
486788084,0
486791790,0
486808180,0
486828192,0
486848181,0
486868180,0
486888270,0
486908180,0
486928656,0
486948191,0
486968181,0
486988250,0
487011827,0
487031817,0
487051817,0
487071826,0
487091888,0
487111816,0
487131826,0
487151816,0
487171817,0
487191906,0
487211816,0
487231817,0
487251828,0
487271815,0
487291887,0
487311672,0
487331663,0
487351664,0
487371675,0
487391736,0
487408300,0
487428310,0
487448298,0
487471615,0
487488388,0
487508299,0
487528452,0
487548464,0
487568453,0
487588525,0
487611822,0
487631811,0
487651811,0
487671828,0
487695837,0
487711812,0
487731826,0
487751811,0
487771812,0
487791905,0
487825670,0
487825820,0
487843579,0
487863563,0
487883635,0
487911514,0
487931500,0
487951499,0
487971514,0
487991571,0
488008785,0
488028810,0
488048785,0
488068785,0
488088878,0
488108784,0
488128785,0
488148793,0
488168784,0
488188856,0
488211822,0
488235354,0
488251809,0
488271825,0
488291880,0
488311810,0
488331824,0
488351810,0
488371809,0
488391903,0
488411810,0
488431807,0
488452233,0
488471808,0
488491879,0
488511814,0
488531805,0
488551804,0
488571817,0
488591876,0
488609186,0
488629197,0
488649186,0
488669185,0
488689275,0
488709186,0
488729188,0
488749198,0
488769188,0
488789259,0
488811817,0
488831805,0
488851805,0
488871815,0
488920767,0
488920914,0
488931765,0
488951756,0
488971757,0
488995879,0
489011757,0
489031804,0
489051814,0
489071805,0
489091876,0
489111815,0
489131805,0
489151804,0
489171816,0
489191874,0
489208685,0
489228697,0
489248686,0
489268686,0
489288778,0
489308685,0
489329489,0
489349504,0
489369488,0
489389559,0
489411917,0
489431903,0
489451904,0
489471919,0
489491975,0
489511903,0
489531914,0
489551904,0
489571904,0
489591993,0
489611904,0
489631800,0
489651813,0
489671800,0
489691872,0
489711810,0
489731798,0
489754221,0
489771809,0
489791870,0
489809790,0
489829799,0
489849790,0
489869790,0
489889884,0
489909790,0
489929789,0
489949805,0
490003980,0
490004127,0
490011807,0
490031797,0
490051799,0
490071807,0
490091869,0
490111797,0
490131810,0
490151798,0
490171798,0
490191892,0
490211800,0
490231796,0
490251811,0
490271796,0
490291868,0
490311814,0
490331797,0
490351797,0
490371815,0
490391870,0
490410073,0
490430083,0
490450074,0
490470076,0
490490153,0
490512366,0
490530074,0
490550085,0
490570073,0
490590144,0
490611908,0
490631897,0
490651897,0
490671906,0
490691969,0
490711896,0
490732133,0
490751896,0
490771897,0
490791986,0
490811896,0
490831893,0
490851906,0
490871894,0
490891965,0
490911903,0
490931893,0
490951892,0
490971903,0
490991962,0
491010438,0
491030448,0
491050436,0
491089910,0
491090574,0
491110436,0
491130434,0
491150444,0
491170434,0
491190505,0
491211800,0
491231790,0
491251791,0
491274137,0
491291862,0
491311790,0
491331802,0
491351791,0
491371791,0
491391872,0
491411791,0
491431792,0
491451804,0
491471792,0
491492280,0
491511802,0
491531791,0
491551793,0
491571803,0
491591861,0
491610401,0
491630412,0
491650401,0
491670402,0
491690482,0
491710402,0
491730577,0
491750589,0
491770576,0
491790647,0
491816203,0
491831890,0
491851890,0
491871901,0
491891960,0
491911892,0
491931904,0
491951892,0
491971892,0
491991973,0
492011892,0
492037182,0
492051899,0
492071888,0
492091960,0
492111900,0
492131888,0
492175434,0
492175915,0
492191959,0
492210971,0
492230983,0
492250971,0
492270971,0
492291061,0
492310972,0
492330967,0
492350978,0
492370967,0
492391037,0
492411894,0
492431884,0
492451884,0
492471893,0
492491954,0
492511887,0
492531897,0
492551886,0
492576206,0
492591981,0
492611886,0
492631767,0
492651777,0
492671767,0
492691839,0
492711783,0
492731774,0
492751774,0
492771784,0
492795315,0
492811034,0
492831045,0
492851034,0
492871034,0
492891123,0
492911035,0
492931029,0
492951040,0
492971029,0
492991100,0
493011581,0
493031570,0
493051569,0
493071581,0
493091639,0
493111884,0
493131896,0
493151885,0
493171885,0
493191974,0
493211883,0
493261820,0
493261967,0
493271873,0
493291944,0
493311892,0
493336189,0
493351881,0
493371892,0
493391951,0
493411595,0
493431605,0
493451594,0
493471594,0
493491675,0
493511595,0
493531587,0
493553999,0
493571587,0
493591658,0
493611891,0
493631879,0
493651880,0
493671891,0
493691951,0
493711879,0
493731890,0
493751878,0
493771879,0
493791969,0
493811880,0
493831866,0
493851877,0
493871866,0
493891935,0
493911888,0
493931877,0
493951878,0
493971889,0
493991949,0
494011708,0
494031718,0
494051708,0
494071707,0
494097229,0
494111707,0
494131698,0
494151708,0
494171699,0
494191769,0
494211986,0
494231974,0
494251975,0
494271986,0
494292045,0
494322440,0
494322588,0
494326414,0
494346415,0
494366505,0
494386415,0
494431861,0
494451874,0
494471862,0
494491933,0
494511886,0
494531874,0
494551875,0
494571885,0
494591946,0
494611873,0
494631884,0
494651874,0
494671874,0
494691955,0
494711874,0
494731861,0
494751873,0
494771862,0
494791933,0
494811884,0
494831872,0
494858975,0
494871884,0
494891943,0
494911873,0
494931883,0
494951873,0
494971871,0
494991967,0
495011872,0
495031857,0
495051871,0
495073784,0
495091929,0
495111886,0
495131871,0
495151871,0
495171887,0
495191942,0
495211970,0
495231984,0
495251971,0
495271971,0
495292330,0
495311969,0
495331957,0
495351972,0
495371956,0
