onboard_time,data
266435,0
486631617,0
486651637,0
486671624,0
486691723,0
486787673,0
486787819,0
486787964,0
486788109,0
486791815,0
486808205,0
486828219,0
486848206,0
486868205,0
486888296,0
486908205,0
486928681,0
486948218,0
486968206,0
486988275,0
487011855,0
487031842,0
487051842,0
487071853,0
487091913,0
487111841,0
487131852,0
487151841,0
487171842,0
487191932,0
487211841,0
487231842,0
487251855,0
487271840,0
487291912,0
487311697,0
487331688,0
487351689,0
487371702,0
487391761,0
487408325,0
487428337,0
487448323,0
487471641,0
487488414,0
487508324,0
487528477,0
487548490,0
487568478,0
487588550,0
487611850,0
487631837,0
487651837,0
487671854,0
487695863,0
487711837,0
487731853,0
487751836,0
487771837,0
487791930,0
487825695,0
487825845,0
487843606,0
487863589,0
487883660,0
487911541,0
487931525,0
487951524,0
487971541,0
487991597,0
488008810,0
488028837,0
488048810,0
488068811,0
488088903,0
488108809,0
488128810,0
488148821,0
488168810,0
488188881,0
488211849,0
488235380,0
488251834,0
488271852,0
488291906,0
488311835,0
488331851,0
488351835,0
488371834,0
488391928,0
488411835,0
488431832,0
488452260,0
488471833,0
488491905,0
488511841,0
488531830,0
488551829,0
488571843,0
488591902,0
488609211,0
488629224,0
488649212,0
488669210,0
488689301,0
488709211,0
488729213,0
488749225,0
488769217,0
488789284,0
488811845,0
488831831,0
488851830,0
488871841,0
488920794,0
488920939,0
488931793,0
488951782,0
488971782,0
488995905,0
489011782,0
489031829,0
489051841,0
489071831,0
489091902,0
489111842,0
489131830,0
489151829,0
489171843,0
489191899,0
489208710,0
489228724,0
489248711,0
489268711,0
489288803,0
489308710,0
489329514,0
489349531,0
489369513,0
489389584,0
489411944,0
489431928,0
489451929,0
489471946,0
489492000,0
489511929,0
489531941,0
489551929,0
489571930,0
489592019,0
489611929,0
489631825,0
489651839,0
489671825,0
489691897,0
489711838,0
489731824,0
489754247,0
489771835,0
489791895,0
489809815,0
489829826,0
489849815,0
489869815,0
489889909,0
489909815,0
489929814,0
489949832,0
490004005,0
490004152,0
490011834,0
490031823,0
490051824,0
490071835,0
490091895,0
490111822,0
490131836,0
490151824,0
490171823,0
490191917,0
490211825,0
490231821,0
490251838,0
490271821,0
490291893,0
490311841,0
490331822,0
490351822,0
490371842,0
490391895,0
490410099,0
490430111,0
490450099,0
490470101,0
490490178,0
490512391,0
490530100,0
490550112,0
490570099,0
490590169,0
490611936,0
490631922,0
490651922,0
490671933,0
490691994,0
490711922,0
490732159,0
490751921,0
490771922,0
490792012,0
490811921,0
490831918,0
490851933,0
490871919,0
490891990,0
490911930,0
490931919,0
490951917,0
490971930,0
490991988,0
491010464,0
491030475,0
491050461,0
491089935,0
491090599,0
491110461,0
491130459,0
491150470,0
491170459,0
491190530,0
491211826,0
491231816,0
491251816,0
491274163,0
491291887,0
491311815,0
491331830,0
491351816,0
491371816,0
491391898,0
491411816,0
491431817,0
491451831,0
491471818,0
491492305,0
491511829,0
491531817,0
491551818,0
491571830,0
491591887,0
491610426,0
491630440,0
491650426,0
491670427,0
491690508,0
491710427,0
491730602,0
491750616,0
491770602,0
491790672,0
491816230,0
491831915,0
491851915,0
491871928,0
491891985,0
491911917,0
491931931,0
491951917,0
491971918,0
491992000,0
492011917,0
492037207,0
492051926,0
492071913,0
492091985,0
492111927,0
492131913,0
492175460,0
492175942,0
492191984,0
492210996,0
492231010,0
492250996,0
492270997,0
492291087,0
492310997,0
492330992,0
492351005,0
492370992,0
492391062,0
492411922,0
492431909,0
492451909,0
492471920,0
492491979,0
492511912,0
492531924,0
492551911,0
492576232,0
492592006,0
492611911,0
492631792,0
492651805,0
492671793,0
492691864,0
492711810,0
492731799,0
492751799,0
492771811,0
492795340,0
492811060,0
492831072,0
492851059,0
492871059,0
492891149,0
492911060,0
492931054,0
492951067,0
492971054,0
492991125,0
493011608,0
493031595,0
493051594,0
493071608,0
493091664,0
493111910,0
493131923,0
493151910,0
493171910,0
493192000,0
493211908,0
493261846,0
493261992,0
493271898,0
493291969,0
493311919,0
493336214,0
493351906,0
493371919,0
493391976,0
493411620,0
493431633,0
493451619,0
493471619,0
493491701,0
493511620,0
493531612,0
493554025,0
493571612,0
493591683,0
493611918,0
493631904,0
493651905,0
493671918,0
493691976,0
493711904,0
493731917,0
493751904,0
493771905,0
493791995,0
493811905,0
493831891,0
493851904,0
493871891,0
493891960,0
493911914,0
493931903,0
493951903,0
493971916,0
493991974,0
494011733,0
494031746,0
494051733,0
494071732,0
